Waterbeheerder.omschrijving;Meetobject.namespace;Meetobject.code;Meetobject.lokaalID;Namespace;Monster.Identificatie;Monster.lokaalID;MonsterCompartiment.code;MonsterCompartiment.omschrijving;Orgaan.code;Orgaan.omschrijving;Organisme.naam;Bemonsteringsapparaat.code;Bemonsteringsapparaat.omschrijving;Monsterophaaldatum;Monsterophaaltijd;GeometriePunt.X;GeometriePunt.Y;Meetwaarde.lokaalID;Resultaatdatum;Begindatum;Begintijd;Einddatum;Eindtijd;Typering.code;Typering.omschrijving;Grootheid.code;Grootheid.omschrijving;Parameter.groep;Parameter.code;Parameter.omschrijving;Parameter.CASnummer;Biotaxon.naam;Eenheid.code;Eenheid.omschrijving;Hoedanigheid.code;Hoedanigheid.omschrijving;Levensstadium.code;Levensstadium.omschrijving;Lengteklasse.code;Lengteklasse.omschrijving;Geslacht.code;Geslacht.omschrijving;Verschijningsvorm.code;Verschijningsvorm.omschrijving;Levensvorm.code;Levensvorm.omschrijving;Gedrag.code;Gedrag.omschrijving;AnalyseCompartiment.code;AnalyseCompartiment.omschrijving;Compartiment.code;Compartiment.omschrijving;Waardebewerkingsmethode.code;Waardebewerkingsmethode.omschrijving;Limietsymbool;Numeriekewaarde;Alfanumeriekewaarde;Kwaliteitsoordeel.code;Kwaliteitsoordeel.omschrijving;Rapportagejaar;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520624;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pendmtln;pendimethalin;40487-42-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520625;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;C1yprmfs;methylpirimifos;29232-93-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520626;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;proClaz;prochloraz;67747-09-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520627;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Tadmnl;triadimenol;55219-65-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520628;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;imdcpd;imidacloprid;138261-41-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;6;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520629;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Tfxsbn;trifloxystrobin;141517-21-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520630;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;penccrn;pencycuron;66063-05-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;7;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520631;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;metocb;methiocarb;2032-65-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520632;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;aldn;aldrin;309-00-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520633;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;indxcb;indoxacarb (S-isomeer);173584-44-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520634;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;ipDon;iprodion;36734-19-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;2;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520635;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;imzll;imazalil;35554-44-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520636;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;eTDazl;etridiazol;2593-15-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520637;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tebcnzl;tebuconazol;107534-96-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;13;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520638;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Talt;triallaat;2303-17-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520639;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;propcnzl;propiconazol (som cis- en trans-);60207-90-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520640;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dcfande;dichlofluanide;1085-98-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520641;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dfncnzl;difenoconazool;119446-68-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;28;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520642;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Dfbzrn;diflubenzuron;35367-38-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520643;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;fenamfs;fenamifos;22224-92-6;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;12;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520644;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;fenppmf;fenpropimorf;67564-91-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520645;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;flurOxpr;fluroxypyr;69377-81-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520646;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;iOxnl;ioxynil;1689-83-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520647;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;propmcb;propamocarb;24579-73-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520648;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tefbzrn;teflubenzuron;83121-18-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520649;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tabdzl;thiabendazol;148-79-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520650;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tolfande;tolylfluanide;731-27-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;2;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520651;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;amtn;ametryn;834-12-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520652;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;1122T4ClC2a;"""1";1;2;"2-tetrachloorethaan""";79-34-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520653;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;Grootheid;;;;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520654;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;4C9yFol;4-nonylfenol;104-40-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520655;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;4ttC8yFol;4-tertiair-octylfenol;140-66-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520656;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;12DClBen;"""1";"2-dichloorbenzeen""";95-50-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520657;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;atzne;atrazine;1912-24-9;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520658;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;azoxsbn;azoxystrobin;131860-33-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;9;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520659;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cypdnl;cyprodinil;121552-61-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520660;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;desmdfm;desmedifam;13684-56-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520661;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrdbn;pyridaben;96489-71-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520662;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;pyrpxfn;pyriproxyfen;95737-68-1;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520663;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;cymOanl;cymoxanil;57966-95-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520664;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;sulcton;sulcotrion;99105-77-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;7;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520665;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BaA;benzo(a)antraceen;56-55-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520666;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;desC2ytC4yaz;desethylterbutylazine;30125-63-4;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520667;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BaP;benzo(a)pyreen;50-32-8;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520668;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;quinoxfn;quinoxyfen;124495-18-7;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520669;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;Hxznn;hexazinon;51235-04-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520670;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;bfnx;bifenox;42576-02-3;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;5;;"""00""";Normale waarde;2020;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520671;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;12DClC2a;"""1";"2-dichloorethaan""";107-06-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520672;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;BbF;benzo(b)fluorantheen;205-99-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520673;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;tCldn;trans-chloordaan;5103-74-2;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520674;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;hextazx;hexythiazox;78587-05-0;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;0;;;;;;
Wetterskip Fryslan;NL02;NL02_0075;"""0075""";NL02;NL02_1905508;"""0075""";OW;Oppervlaktewater;;;;;;3-4-2019;13:13:00;179470;560860;AK_DB_673520675;3-4-2019;3-4-2019;13:13:00;;;;;CONCTTE;(massa)Concentratie;ChemischeStof;acnfn;aclonifen;74070-46-5;;ug/l;microgram per liter;NVT;Niet van toepassing;;;;;;;;;;;;;OW;Oppervlaktewater;OW;Oppervlaktewater;NVT;Niet van toepassing;<;2;;"""00""";Normale waarde;2020;;
